11/15/2022 at 22:04:13 | INFO | marketdata.financialdata.tickers | [+] Begin extracting company information:
11/15/2022 at 23:10:37 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/E.htm for NASDAQ exchange
11/15/2022 at 23:10:38 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/F.htm for NASDAQ exchange
11/15/2022 at 23:10:39 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/G.htm for NASDAQ exchange
11/15/2022 at 23:10:39 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/H.htm for NASDAQ exchange
11/15/2022 at 23:10:40 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/I.htm for NASDAQ exchange
11/15/2022 at 23:10:41 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/J.htm for NASDAQ exchange
11/15/2022 at 23:10:42 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/K.htm for NASDAQ exchange
11/15/2022 at 23:10:43 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/L.htm for NASDAQ exchange
11/15/2022 at 23:10:44 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/M.htm for NASDAQ exchange
11/15/2022 at 23:10:45 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/N.htm for NASDAQ exchange
11/15/2022 at 23:10:46 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/O.htm for NASDAQ exchange
11/15/2022 at 23:10:48 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/P.htm for NASDAQ exchange
11/15/2022 at 23:10:48 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Q.htm for NASDAQ exchange
11/15/2022 at 23:10:49 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/R.htm for NASDAQ exchange
11/15/2022 at 23:10:50 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/S.htm for NASDAQ exchange
11/15/2022 at 23:10:51 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/T.htm for NASDAQ exchange
11/15/2022 at 23:10:52 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/U.htm for NASDAQ exchange
11/15/2022 at 23:10:53 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/V.htm for NASDAQ exchange
11/15/2022 at 23:10:54 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/W.htm for NASDAQ exchange
11/15/2022 at 23:10:54 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/X.htm for NASDAQ exchange
11/15/2022 at 23:10:55 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Y.htm for NASDAQ exchange
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Z.htm for NASDAQ exchange
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Extracted 5743 groups of company symbols and names:
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | 5743 left after removing duplicates:
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Removed 848 unqualified symbols:
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Kept 4895 qualified symbols:
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Get stock market tickers for AMEX exchange
11/15/2022 at 23:10:56 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/A.htm for AMEX exchange
11/15/2022 at 23:10:57 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/B.htm for AMEX exchange
11/15/2022 at 23:10:58 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/C.htm for AMEX exchange
11/15/2022 at 23:10:59 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/D.htm for AMEX exchange
11/15/2022 at 23:10:59 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/E.htm for AMEX exchange
11/15/2022 at 23:11:00 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/F.htm for AMEX exchange
11/15/2022 at 23:11:01 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/G.htm for AMEX exchange
11/15/2022 at 23:11:02 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/H.htm for AMEX exchange
11/15/2022 at 23:11:03 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/I.htm for AMEX exchange
11/15/2022 at 23:11:03 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/J.htm for AMEX exchange
11/15/2022 at 23:11:04 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/K.htm for AMEX exchange
11/15/2022 at 23:11:05 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/L.htm for AMEX exchange
11/15/2022 at 23:11:05 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/M.htm for AMEX exchange
11/15/2022 at 23:11:06 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/N.htm for AMEX exchange
11/15/2022 at 23:11:07 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/O.htm for AMEX exchange
11/15/2022 at 23:11:08 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/P.htm for AMEX exchange
11/15/2022 at 23:11:08 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Q.htm for AMEX exchange
11/15/2022 at 23:11:09 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/R.htm for AMEX exchange
11/15/2022 at 23:11:10 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/S.htm for AMEX exchange
11/15/2022 at 23:11:11 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/T.htm for AMEX exchange
11/15/2022 at 23:11:11 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/U.htm for AMEX exchange
11/15/2022 at 23:11:12 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/V.htm for AMEX exchange
11/15/2022 at 23:11:13 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/W.htm for AMEX exchange
11/15/2022 at 23:11:14 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/X.htm for AMEX exchange
11/15/2022 at 23:11:14 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Y.htm for AMEX exchange
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Z.htm for AMEX exchange
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Extracted 2898 groups of company symbols and names:
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | 2892 left after removing duplicates:
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Removed 0 unqualified symbols:
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Kept 2892 qualified symbols:
11/15/2022 at 23:11:15 | INFO | marketdata.financialdata.tickers | Get stock market tickers for OTCBB exchange
11/15/2022 at 23:11:16 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/A.htm for OTCBB exchange
11/15/2022 at 23:11:18 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/B.htm for OTCBB exchange
11/15/2022 at 23:11:19 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/C.htm for OTCBB exchange
11/15/2022 at 23:11:20 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/D.htm for OTCBB exchange
11/15/2022 at 23:11:22 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/E.htm for OTCBB exchange
11/15/2022 at 23:11:23 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/F.htm for OTCBB exchange
11/15/2022 at 23:11:25 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/G.htm for OTCBB exchange
11/15/2022 at 23:11:26 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/H.htm for OTCBB exchange
11/15/2022 at 23:11:27 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/I.htm for OTCBB exchange
11/15/2022 at 23:11:27 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/J.htm for OTCBB exchange
11/15/2022 at 23:11:28 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/K.htm for OTCBB exchange
11/15/2022 at 23:11:29 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/L.htm for OTCBB exchange
11/15/2022 at 23:11:30 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/M.htm for OTCBB exchange
11/15/2022 at 23:11:32 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/N.htm for OTCBB exchange
11/15/2022 at 23:11:33 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/O.htm for OTCBB exchange
11/15/2022 at 23:11:34 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/P.htm for OTCBB exchange
11/15/2022 at 23:11:34 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Q.htm for OTCBB exchange
11/15/2022 at 23:11:36 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/R.htm for OTCBB exchange
11/15/2022 at 23:11:37 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/S.htm for OTCBB exchange
11/15/2022 at 23:11:38 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/T.htm for OTCBB exchange
11/15/2022 at 23:11:39 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/U.htm for OTCBB exchange
11/15/2022 at 23:11:40 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/V.htm for OTCBB exchange
11/15/2022 at 23:11:41 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/W.htm for OTCBB exchange
11/15/2022 at 23:11:42 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/X.htm for OTCBB exchange
11/15/2022 at 23:11:42 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Y.htm for OTCBB exchange
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Z.htm for OTCBB exchange
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | Extracted 8931 groups of company symbols and names:
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | 8931 left after removing duplicates:
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | Removed 4781 unqualified symbols:
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | Kept 4150 qualified symbols:
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | [+] Add the exchange next to symbol and name
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | [+] Join the company sets
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | [+] Create company dataframe
11/15/2022 at 23:11:43 | INFO | marketdata.financialdata.tickers | [+] One last check to drop duplicate symbols and names:
11/15/2022 at 23:11:43 | SUCCESS | marketdata.financialdata.tickers | Retrieved all the company stock symbols and names. Returning a pandas dataframe:
11/15/2022 at 23:12:51 | INFO | marketdata.financialdata.tickers | [+] Begin extracting company information:
11/15/2022 at 23:12:51 | INFO | marketdata.financialdata.tickers | Get stock market tickers for NYSE exchange
11/15/2022 at 23:12:52 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/A.htm for NYSE exchange
11/15/2022 at 23:12:53 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/B.htm for NYSE exchange
11/15/2022 at 23:12:54 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/C.htm for NYSE exchange
11/15/2022 at 23:12:54 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/D.htm for NYSE exchange
11/15/2022 at 23:12:55 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/E.htm for NYSE exchange
11/15/2022 at 23:12:56 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/F.htm for NYSE exchange
11/15/2022 at 23:12:57 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/G.htm for NYSE exchange
11/15/2022 at 23:12:58 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/H.htm for NYSE exchange
11/15/2022 at 23:12:58 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/I.htm for NYSE exchange
11/15/2022 at 23:12:59 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/J.htm for NYSE exchange
11/15/2022 at 23:13:00 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/K.htm for NYSE exchange
11/15/2022 at 23:13:01 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/L.htm for NYSE exchange
11/15/2022 at 23:13:02 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/M.htm for NYSE exchange
11/15/2022 at 23:13:02 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/N.htm for NYSE exchange
11/15/2022 at 23:13:03 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/O.htm for NYSE exchange
11/15/2022 at 23:13:04 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/P.htm for NYSE exchange
11/15/2022 at 23:13:05 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/Q.htm for NYSE exchange
11/15/2022 at 23:13:05 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/R.htm for NYSE exchange
11/15/2022 at 23:13:06 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/S.htm for NYSE exchange
11/15/2022 at 23:13:07 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/T.htm for NYSE exchange
11/15/2022 at 23:13:08 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/U.htm for NYSE exchange
11/15/2022 at 23:13:08 | INFO | marketdata.financialdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/V.htm for NYSE exchange
